bankcardId,cardNumber,sortCode,bankAccountId,accountNumber,bank
"1562","2957147851561955","54-12-70","85247","45528373","Barclays Bank"
"1578","3537357431854587","27-37-05","85263","65721886","Clydesdale Bank"
"1589","6883255567446759","34-11-02","85274","34518116","National Westminster Bank"
"1596","3883995328763958","15-74-48","85281","19466387","Lloyds Bank and TSB"
"1598","5736988349948999","59-29-06","85283","59217143","Bank of England"
"1605","3428884348935334","51-50-08","85290","42361937","Barclays Bank"
"1607","9967672887135966","05-31-10","85292","46465822","Bank of England"
"1610","1526342966199189","33-11-65","85295","85543578","The Royal Bank of Scotland"
"1611","5119485775861231","52-69-14","85296","79646723","The Royal Bank of Scotland"
"1615","8227233912189171","43-60-10","85300","99568969","The Co-operative Bank"
"1617","5581559744591377","24-82-35","85302","48969598","The Co-operative Bank"
"1629","7662826955254737","56-35-94","85314","43625114","Lloyds Bank and TSB"
"1637","4528472184775794","47-71-09","85322","49324186","Citibank International"
"1644","4191497852472668","30-48-55","85329","86578619","Citibank International"
"1652","6682743216972793","27-79-98","85337","24659866","Clydesdale Bank"
"1660","6433111142491347","01-78-49","85345","31881828","HSBC Bank"
"1663","1585954545934762","42-93-54","85348","54222149","National Westminster Bank"
"1674","1398793383898852","29-72-53","85359","33436346","Santander UK"
"1684","3478814986173568","14-72-11","85369","09735871","The Co-operative Bank"
"1688","2966143719283934","17-49-68","85373","51999151","Lloyds Bank and TSB"
"1693","7885522495423392","29-43-07","85378","76296997","National Westminster Bank"
"1695","3221632244183571","36-74-51","85380","12196527","The Co-operative Bank"
"1699","4575992787884184","58-97-92","85384","54977475","The Royal Bank of Scotland"
"1706","1895851291356997","20-51-51","85391","34648241","Citibank International"
"1712","4257631855516127","64-51-59","85397","93162343","Barclays Bank"
"1728","5174641678994659","66-84-63","85413","93761237","Bank of Scotland"
"1735","4717876735961534","65-33-47","85420","32375735","Bank of England"
"1744","0543965997765163","45-87-90","85429","43367131","Citibank International"
"1749","1116363755643518","65-99-46","85434","89138128","Clydesdale Bank"
"1760","7449218269651674","77-51-62","85445","55617661","Nationwide Building Society"
"1766","8388766929946323","18-43-18","85451","82622574","Bank of England"
"1768","9294789892386568","53-44-73","85453","16889125","HSBC Bank"
"1776","1295879835177313","56-88-94","85461","13266613","Lloyds Bank and TSB"
"1782","4316711253777556","14-68-53","85467","84525772","Bank of Scotland"
"1790","2351754119685634","33-30-16","85475","08743626","Nationwide Building Society"
"1793","8122627712494638","54-60-32","85478","63897673","HSBC Bank"
"1801","1755412686389815","10-20-73","85486","73115397","The Co-operative Bank"
"1816","8588331574667126","37-66-21","85501","65127769","Barclays Bank"
"1836","4436874132899279","72-33-40","85521","46579617","The Co-operative Bank"
"1847","4991517414469338","10-23-85","85532","29825123","HSBC Bank"
"1854","9489163997245267","72-67-31","85539","73294199","Citibank International"
"1857","1619615912344764","20-11-97","85542","23185978","Lloyds Bank and TSB"
"1861","0561382169319561","51-41-45","85546","98619522","Santander UK"
"1863","0263619398936498","32-94-81","85548","33158955","National Westminster Bank"
"1871","3167998742946669","13-22-81","85556","82886829","Clydesdale Bank"
"1873","8277362593726366","05-02-80","85558","73729426","Bank of England"
"1876","2719325179727567","46-94-31","85561","28133134","Santander UK"
"1895","2395792594961374","57-26-92","85580","58526243","Barclays Bank"
"1920","8128174394419124","66-84-05","85605","02169628","Clydesdale Bank"
"1921","5397552713934986","53-25-83","85606","56738126","Clydesdale Bank"
"1935","4314519662617427","47-75-10","85620","99654331","Barclays Bank"
"1943","3324574921858847","49-67-64","85628","58619928","National Westminster Bank"
"1956","7323249867282144","41-58-20","85641","66929249","The Royal Bank of Scotland"
"1961","3543729297728895","61-74-88","85646","36232359","The Co-operative Bank"
"1965","3368255968946328","18-27-91","85650","95627435","Nationwide Building Society"
"1967","0518785379116128","33-17-22","85652","51581513","Bank of England"
"1977","3952417598743175","41-27-72","85662","61642492","The Royal Bank of Scotland"
"1996","1519953512198342","20-25-47","85681","24316244","HSBC Bank"
"1997","6595285845121395","09-12-31","85682","18485718","National Westminster Bank"
"2012","1136565176677343","44-67-60","85697","05985456","Santander UK"
"2013","8831511384333615","05-59-79","85698","85444929","Bank of England"
"2016","2418344138875152","05-18-54","85701","27252215","The Co-operative Bank"
"2027","5661955961271953","65-84-28","85712","25168889","Bank of Scotland"
"2034","9873821498948992","54-44-54","85719","62214718","Santander UK"
"2040","4297945423689228","52-24-61","85725","02642263","Clydesdale Bank"
"2051","3581452249218189","27-09-39","85736","38515511","Lloyds Bank and TSB"
"2055","4249433549289274","47-75-02","85740","05522948","Bank of Scotland"
"2056","7866248777382629","57-52-09","85741","23457667","Barclays Bank"
"2062","4514691237725666","63-90-20","85747","38847487","Bank of Scotland"
"2064","7417691245376214","30-32-92","85749","83412385","National Westminster Bank"
"2065","9747594414765656","62-85-21","85750","95946791","Nationwide Building Society"
"2087","4286866589687833","34-17-30","85772","22549784","The Co-operative Bank"
"2090","7614988259177345","16-61-43","85775","77361989","Clydesdale Bank"
"2096","8281984616121837","28-25-19","85781","91933485","Bank of Scotland"
"2103","5277886497274724","07-36-17","85788","74672727","Santander UK"
"2108","4671268895647542","60-99-48","85793","36544778","The Co-operative Bank"
"2110","2436187566774544","14-39-85","85795","92359982","Citibank International"
"2121","3259166172752797","47-61-82","85806","24344488","National Westminster Bank"
"2123","8169841896811954","29-65-83","85808","89554439","The Royal Bank of Scotland"
"2128","6613317588638335","35-42-06","85813","84932743","Clydesdale Bank"
"2130","0354153443786594","50-26-99","85815","54646985","The Royal Bank of Scotland"
"2132","1331712447348738","65-49-67","85817","51129585","Lloyds Bank and TSB"
"2138","1987247773143967","25-33-69","85823","75162569","Citibank International"
"2142","8965877225245741","77-73-62","85827","64228264","Santander UK"
"2145","3276984318664235","08-37-62","85830","29156691","Clydesdale Bank"
"2152","5429416947242526","07-42-75","85837","44475523","Bank of England"
"2158","9449643635463754","35-87-80","85843","35999747","Clydesdale Bank"
"2160","3669248188938281","10-63-70","85845","31195756","Nationwide Building Society"
"2165","3583214964369757","51-77-78","85850","58959718","Clydesdale Bank"
"2184","4446954193625719","77-40-41","85869","13232961","National Westminster Bank"
"2186","3882647916466861","54-58-45","85871","38385299","Clydesdale Bank"
"2193","2367813737885625","07-15-98","85878","25764571","National Westminster Bank"
"2203","9442946895282141","22-45-99","85888","91297439","Bank of Scotland"
"2220","4135519375882761","56-88-36","85905","37371835","Lloyds Bank and TSB"
"2227","4149788258656119","49-58-25","85912","68994841","Lloyds Bank and TSB"
"2230","3465371675144461","36-96-04","85915","02875534","Bank of England"
"2231","3288956785555626","25-33-56","85916","18334216","Bank of Scotland"
"2238","6873549982596775","40-61-07","85923","32455889","National Westminster Bank"
"2240","8526647355614279","31-86-67","85925","65351879","Citibank International"
"2241","0388316732776864","66-95-72","85926","33655327","Barclays Bank"
"2253","5682839238785819","28-70-99","85938","61734928","Clydesdale Bank"
"2255","1285877124878977","37-76-78","85940","46182455","Nationwide Building Society"
"2260","0863628922977298","22-59-22","85945","95721321","National Westminster Bank"
"2262","9483856478674233","28-58-52","85947","68499815","Nationwide Building Society"
"2266","5513886521733279","26-36-06","85951","29826898","Citibank International"
"2268","5774159832113918","64-61-21","85953","09477556","Nationwide Building Society"
"2269","9174149694578397","46-93-74","85954","56395428","National Westminster Bank"
"2272","3257133255461458","25-08-70","85957","13791721","Bank of England"
"2276","0767944218264965","44-23-11","85961","34583154","Nationwide Building Society"
"2285","8777943266121391","72-99-57","85970","58967796","Bank of England"
"2287","2344458712123396","12-08-58","85972","79394988","Citibank International"
"2288","9588216334412299","58-55-44","85973","36843473","Barclays Bank"
"2289","2483238413435198","17-00-24","85974","74873547","National Westminster Bank"
"2290","4171825684923367","34-39-61","85975","91182986","National Westminster Bank"
"2295","4823994471523792","35-80-17","85980","97296463","The Co-operative Bank"
"2297","1586815273158515","42-47-00","85982","47884417","Nationwide Building Society"
"2300","7148627798115656","34-56-19","85985","88869978","Bank of England"
"2302","5558292297174353","42-81-30","85987","01123766","Barclays Bank"
"2312","9685153561742824","38-13-81","85997","28423342","Barclays Bank"
"2314","7846599743333332","17-08-65","85999","57993528","Bank of Scotland"
"2316","3281726333768317","26-22-85","86001","56716883","Bank of Scotland"
"2317","0451457798988321","63-56-14","86002","43684933","Lloyds Bank and TSB"
"2319","1195446966537862","11-94-19","86004","64758754","Barclays Bank"
"2320","0613571936798233","39-02-19","86005","47461899","Barclays Bank"
"2330","9371697148645776","12-66-73","86015","17991745","National Westminster Bank"
"2331","1822445878421873","50-06-45","86016","83891919","The Royal Bank of Scotland"
"2332","0477118933668633","32-68-68","86017","08784284","Nationwide Building Society"
"2338","6354269697423384","77-69-22","86023","75341234","The Royal Bank of Scotland"
"2339","5816586685992239","44-54-29","86024","68116681","Barclays Bank"
"2341","5863427819277418","54-84-99","86026","12626539","Bank of Scotland"
"2344","3524378634828137","28-86-38","86029","62836871","The Royal Bank of Scotland"
"2346","0643193951964152","48-48-84","86031","03125137","Citibank International"
"2349","5321762217935449","65-92-34","86034","63685367","Citibank International"
"2352","1266312923388482","17-43-53","86037","55347187","Clydesdale Bank"
"2354","8695257795866364","45-89-54","86039","32986983","Barclays Bank"
"2356","7724573572437353","51-15-53","86041","11873992","Lloyds Bank and TSB"
"2358","0368198968269527","17-74-92","86043","43733237","Nationwide Building Society"
"2362","9471587956665629","40-85-61","86047","27466768","The Co-operative Bank"
"2366","0662849999754852","23-03-28","86051","46992454","Santander UK"
"2368","0619145435668367","55-86-74","86053","15792417","Lloyds Bank and TSB"
"2371","6618633456567485","16-51-03","86056","48845338","Bank of England"
"2374","4466398575947237","46-71-26","86059","95228115","The Co-operative Bank"
"2376","1538743693126362","22-69-77","86061","42458173","Citibank International"
"2377","6785538177633862","38-42-66","86062","07378962","HSBC Bank"
"2381","0893134771368488","41-83-50","86066","12173532","The Royal Bank of Scotland"
"2382","6769834722825649","12-69-82","86067","18681947","The Co-operative Bank"
"2384","6521212719248832","32-63-13","86069","56279199","Santander UK"
"2387","0935695417291997","23-43-84","86072","66441364","Clydesdale Bank"
"2388","8469657624912554","13-32-43","86073","69469711","Bank of Scotland"
"2395","3637658498228847","59-71-93","86080","34152688","Lloyds Bank and TSB"
"2396","0642854494899214","32-53-13","86081","84355611","Santander UK"
"2397","7213883451827272","50-41-61","86082","29242446","Santander UK"
"2400","9369938653895657","36-89-53","86085","79727342","National Westminster Bank"
"2403","8681176167497857","20-42-42","86088","82124366","Lloyds Bank and TSB"
"2405","3955418448864389","23-89-03","86090","47389418","Clydesdale Bank"
"2409","6586292894115329","15-73-74","86094","78524647","Bank of England"
"2412","8349572317889817","30-45-63","86097","51991162","The Royal Bank of Scotland"
"2416","8426749347312949","16-37-53","86101","41841241","The Co-operative Bank"
"2422","6191257158497273","51-20-01","86107","87938579","Lloyds Bank and TSB"
"2423","2527226977734821","62-39-45","86108","89736376","HSBC Bank"
"2428","3436623995933661","24-50-34","86113","57937162","Citibank International"
"2433","5845933971379473","48-91-27","86118","46526547","The Royal Bank of Scotland"
"2434","1534959562319148","26-28-29","86119","97938553","Citibank International"
"2439","1611674644393985","43-53-12","86124","95349578","Santander UK"
"2447","4249839365855599","49-39-20","86132","05347644","Santander UK"
"2449","3173858745897784","64-40-05","86134","65458817","The Royal Bank of Scotland"
"2451","3611247767795918","57-13-38","86136","96698364","HSBC Bank"
"2453","2334986471691372","60-15-99","86138","72687255","Lloyds Bank and TSB"
"2460","8737248916449586","53-95-79","86145","15977194","Bank of England"
"2463","8298876175668249","21-40-22","86148","75145381","The Royal Bank of Scotland"
"2467","4328947391294825","61-19-39","86152","39888934","Barclays Bank"
"2468","0326828347135526","30-58-43","86153","02123289","Citibank International"
"2472","4287579287651352","44-57-57","86157","63465386","Bank of England"
"2477","7853878137462565","28-43-38","86162","58559258","Lloyds Bank and TSB"
"2479","2753188513333573","65-01-77","86164","11948536","Barclays Bank"
"2481","2785582281116467","44-74-09","86166","69358539","The Co-operative Bank"
"2482","4767929779763721","64-63-08","86167","25334566","Lloyds Bank and TSB"
"2483","6711416253414144","13-76-62","86168","97623724","Bank of England"
"2487","3956847941989624","24-26-04","86172","63747767","National Westminster Bank"
"2490","8729365698377218","01-76-77","86175","67441479","Bank of England"
"2494","1112896333493148","53-24-50","86179","16855193","Nationwide Building Society"
"2497","5625731889166113","42-74-31","86182","28178976","Lloyds Bank and TSB"
"2498","1527757742853891","33-42-07","86183","66657987","HSBC Bank"
"2502","5165584275745361","58-97-90","86187","86791658","Clydesdale Bank"
"2508","9969626679615381","08-57-60","86193","14745853","Bank of Scotland"
"2509","0335441828961711","56-78-02","86194","12393116","Santander UK"
"2511","2338711581218199","59-90-91","86196","54164293","Lloyds Bank and TSB"
"2513","0711379139347488","63-43-72","86198","42781386","Citibank International"
"2514","6526817179471513","17-59-67","86199","43586741","Lloyds Bank and TSB"
"2515","5412936884458535","47-63-91","86200","02674231","Citibank International"
"2519","6559441164977192","24-32-36","86204","95198993","Lloyds Bank and TSB"
"2523","0547499417472737","27-83-73","86208","81234432","Bank of Scotland"
"2528","4394557772884882","54-59-40","86213","81639267","Lloyds Bank and TSB"
"2529","8821358393747439","59-28-29","86214","99561338","Citibank International"
"2546","6713593894341471","27-60-91","86231","63992894","Bank of England"
"2551","4439988629859636","38-40-38","86236","33695789","Bank of England"
"2555","2487678873452565","66-47-86","86240","24536857","Citibank International"
"2558","1183252521269742","27-15-36","86243","12416632","National Westminster Bank"
"2559","2355731164377397","63-59-23","86244","64926452","Citibank International"
"2560","7978162292942266","60-03-35","86245","45454952","The Co-operative Bank"
"2565","0395918665213347","49-05-54","86250","83562427","Clydesdale Bank"
"2575","1653746846276183","34-47-11","86260","36365539","National Westminster Bank"
"2577","8445481795131353","32-35-40","86262","51791655","National Westminster Bank"
"2579","6174925886149851","48-70-87","86264","44652175","Bank of England"
"2580","9732489458355566","65-80-80","86265","58187824","Lloyds Bank and TSB"
"2582","1599183224349668","16-00-73","86267","73895828","Nationwide Building Society"
"2583","2999727727357255","17-95-79","86268","75524683","Barclays Bank"
"2585","1283762873455245","38-39-15","86270","02936646","Bank of Scotland"
"2592","5652795787844242","52-30-82","86277","17583758","The Royal Bank of Scotland"
"2593","8496767128173691","10-21-72","86278","78352188","National Westminster Bank"
"2598","4945472164348995","16-93-67","86283","06773948","Bank of Scotland"
"2605","6651639843949718","25-89-18","86290","98281755","Nationwide Building Society"
"2608","8767195248651287","63-67-69","86293","41516751","Barclays Bank"
"2609","1886945272217939","65-27-10","86294","01949891","Bank of Scotland"
"2611","7526643326648896","29-30-50","86296","41426584","Nationwide Building Society"
"2612","1169426556785447","26-89-56","86297","49421582","The Co-operative Bank"
"2613","4626348577156214","23-93-94","86298","65433857","Santander UK"
"2615","1413284596278263","22-39-63","86300","35136174","Bank of England"
"2621","9719966849772512","55-19-14","86306","77627861","Nationwide Building Society"
"2624","9773355624284297","39-62-78","86309","71759943","Citibank International"
"2628","0592488679673152","72-46-14","86313","56713272","HSBC Bank"
"2631","7462617598525599","30-77-17","86316","63841291","Santander UK"
"2635","3486677895915931","56-95-58","86320","09264771","The Co-operative Bank"
"2637","0174672425772322","14-15-97","86322","57457925","The Co-operative Bank"
"2638","6763881529746181","56-81-27","86323","27571849","HSBC Bank"
"2642","0733934448248577","32-98-04","86327","85939364","Barclays Bank"
"2643","2844628778368163","05-40-31","86328","01282836","Bank of England"
"2646","4787694516259435","26-02-49","86331","42332338","Lloyds Bank and TSB"
"2647","0426121628621852","22-02-82","86332","76473149","HSBC Bank"
"2654","5849545728834124","39-56-18","86339","41858272","Nationwide Building Society"
"2657","3758827285921846","54-32-86","86342","41396969","Barclays Bank"
"2661","4671475423653951","44-56-12","86346","89521921","The Co-operative Bank"
"2666","1558694814922244","58-25-81","86351","44344868","The Royal Bank of Scotland"
"2672","6881174921448779","21-75-37","86357","01628352","Bank of Scotland"
"2675","5948641827271758","40-27-96","86360","59567332","Clydesdale Bank"
"2677","7413417122332788","51-01-51","86362","49653333","The Co-operative Bank"
"2678","7265613415992328","36-72-66","86363","34641697","Citibank International"
"2680","6528362733781366","49-08-28","86365","92685632","Lloyds Bank and TSB"
"2682","1577366971418238","05-40-03","86367","14211935","HSBC Bank"
"2688","2128436819726258","10-79-77","86373","82228912","National Westminster Bank"
"2692","2869381178113175","42-55-96","86377","63452522","Bank of England"
"2697","8279433852727998","63-01-43","86382","44833887","Santander UK"
"2707","7899871682962451","42-03-02","86392","64183616","Barclays Bank"
"2708","9827578462684195","14-29-60","86393","52758736","HSBC Bank"
"2710","9615865438918562","01-26-02","86395","03969559","HSBC Bank"
"2712","6433886656487537","25-84-57","86397","42747487","Lloyds Bank and TSB"
"2713","5118185185817532","14-08-94","86398","56364162","Santander UK"
"2715","3337393796539692","17-63-70","86400","87742254","Barclays Bank"
"2718","0612262276251374","05-54-72","86403","72746368","Lloyds Bank and TSB"
"2721","4446618794465293","08-10-50","86406","79335622","Clydesdale Bank"
"2738","9877817567673619","16-48-76","86423","54475313","Barclays Bank"
"2740","9654714117615687","47-43-66","86425","23483783","Nationwide Building Society"
"2742","3494698233267731","01-99-63","86427","78845658","Nationwide Building Society"
"2745","2776211324313636","63-85-11","86430","05169565","Barclays Bank"
"2748","4455611327637593","60-31-34","86433","51465575","Barclays Bank"
"2750","6825169972355441","17-02-07","86435","62456522","HSBC Bank"
"2751","1614894171139655","50-03-38","86436","43154716","Lloyds Bank and TSB"
"2752","2433411488723877","28-28-59","86437","96887421","HSBC Bank"
"2753","2264936877345592","37-39-21","86438","49336213","Clydesdale Bank"
"2756","8684117789184283","65-37-23","86441","04562747","HSBC Bank"
"2766","6332469426681715","25-71-39","86451","32535618","Nationwide Building Society"
"2767","7632961359273888","57-47-23","86452","44985114","Citibank International"
"2768","7174661436615966","64-14-47","86453","54811777","Clydesdale Bank"
"2769","8931121253249989","46-17-94","86454","08431177","Lloyds Bank and TSB"
"2776","9414274775323812","72-09-70","86461","99141692","Lloyds Bank and TSB"
"2779","1374521483951362","15-01-49","86464","58383863","HSBC Bank"
"2783","7185468774752522","46-21-19","86468","04496753","Bank of England"
"2786","6649649989469564","46-16-81","86471","67368342","National Westminster Bank"
"2794","3499182911984732","55-15-46","86479","07959593","Bank of England"
"2795","6872338967548449","30-79-03","86480","28723696","Santander UK"
"2798","6395318453637828","01-87-10","86483","51926112","The Royal Bank of Scotland"
"2800","3795994914535293","43-28-93","86485","01929333","Lloyds Bank and TSB"
"2802","4873224831599872","46-28-30","86487","92646189","Nationwide Building Society"
"2804","5922412227527269","63-18-42","86489","46679586","The Co-operative Bank"
"2806","1547184827571336","64-08-52","86491","84492862","Santander UK"
"2813","5516576215899511","59-08-17","86498","96433828","The Royal Bank of Scotland"
"2814","3558376969996942","13-16-73","86499","32271759","The Co-operative Bank"
"2815","6919832278133955","45-78-60","86500","61834957","The Royal Bank of Scotland"
"2820","1846142923314192","36-85-17","86505","18784968","The Royal Bank of Scotland"
"2824","2927777535743475","11-28-83","86509","78925776","The Royal Bank of Scotland"
"2827","0981386481836777","24-29-73","86512","98633581","The Royal Bank of Scotland"
"2831","6957947399738663","49-40-43","86516","19918868","Citibank International"
"2835","4121824945394279","08-48-05","86520","94412842","Barclays Bank"
"2838","9132517128893342","10-09-51","86523","36227375","Barclays Bank"
"2841","1695832263495643","41-22-93","86526","99692347","Santander UK"
"2844","9671487933529339","64-80-96","86529","72513946","HSBC Bank"
"2845","6358828543285964","17-09-42","86530","91446961","The Co-operative Bank"
"2848","4386795669915557","33-21-01","86533","49588246","The Royal Bank of Scotland"
"2851","6268143263412325","35-64-86","86536","15533513","Citibank International"
"2855","7692612256759632","58-99-00","86540","47242142","HSBC Bank"
"2856","8643717964198576","65-26-86","86541","62629467","Santander UK"
"2860","2458876786453268","44-55-39","86545","99216555","Bank of England"
"2869","8327612215429725","26-21-82","86554","31326567","Santander UK"
"2875","0747888837253546","32-17-81","86560","38695688","HSBC Bank"
"2880","5718638653331887","72-59-86","86565","93692853","Nationwide Building Society"
"2882","3495288311786468","29-90-26","86567","14873647","The Royal Bank of Scotland"
"2883","5813229969323364","33-76-46","86568","58192389","Bank of Scotland"
"2884","5411289883921698","47-55-57","86569","49349281","Barclays Bank"
"2885","6728879434149216","53-32-42","86570","61271688","HSBC Bank"
"2887","3661199874842499","50-83-48","86572","47157253","Bank of Scotland"
"2898","2775128526481459","12-29-97","86583","35213268","The Co-operative Bank"
"2899","5731116244659132","18-19-14","86584","85848866","National Westminster Bank"
"2901","4797849699269313","64-73-71","86586","06298351","The Royal Bank of Scotland"
"2903","0214947142943799","65-39-71","86588","64747886","HSBC Bank"
"2904","8893398843136626","10-40-78","86589","91859757","Santander UK"
"2911","8389256766549452","22-79-89","86596","54313572","HSBC Bank"
"2914","3324846567899445","51-19-44","86599","27542143","Citibank International"
"2915","1814822859319442","16-12-19","86600","16731436","Citibank International"
"2919","2754631732775143","50-01-80","86604","89786477","Citibank International"
"2923","3417914928539877","28-44-44","86608","56371122","Citibank International"
"2926","7556933761534493","33-51-37","86611","18313946","The Royal Bank of Scotland"
"2931","4525579551672966","55-77-49","86616","39945994","Bank of Scotland"
"2935","5623223713631395","45-63-84","86620","25739453","Nationwide Building Society"
"2937","9895946658432265","53-01-21","86622","76812291","Clydesdale Bank"
"2938","2419167561141336","11-88-85","86623","11613271","Barclays Bank"
"2948","2912329417239526","50-39-10","86633","75668695","Lloyds Bank and TSB"
"2949","3975489534643587","61-22-09","86634","46182331","Bank of Scotland"
"2961","3325261763973477","40-66-23","86646","65642762","The Co-operative Bank"
"2962","0728849846615612","20-15-74","86647","18737345","Bank of Scotland"
"2964","3754195664858543","39-90-62","86649","78211514","The Co-operative Bank"
"2971","2844917972981392","41-63-43","86656","74993944","Lloyds Bank and TSB"
"2975","4225561573412378","32-95-91","86660","55192799","Clydesdale Bank"
"2980","8585519428657165","35-72-38","86665","75723942","Bank of Scotland"
"2981","2326743368726312","17-95-35","86666","94687667","Nationwide Building Society"
"2987","7148923156288933","28-99-97","86672","75958699","Citibank International"
"2990","5129674661457293","32-15-71","86675","45258766","The Co-operative Bank"
"2992","8343573792318799","01-29-33","86677","94748914","Nationwide Building Society"
"2996","2943641272648476","18-52-17","86681","82756425","The Co-operative Bank"
"3000","4462212517294475","16-80-49","86685","06276567","Clydesdale Bank"
"3005","7816621384162412","65-82-81","86690","84187441","Santander UK"
"3006","7731267128781215","29-73-05","86691","72367734","Clydesdale Bank"
"3009","0666269892193229","42-43-26","86694","12511959","National Westminster Bank"
"3010","3711929936398754","28-42-10","86695","22377722","Citibank International"
"3011","9542839352828734","18-95-24","86696","63995523","Bank of Scotland"
"3012","6476726896855423","43-80-57","86697","18843712","The Co-operative Bank"
"3014","7366575665692865","17-29-19","86699","77948848","Clydesdale Bank"
"3019","0843598394442569","37-03-32","86704","77333455","Clydesdale Bank"
"3022","4322433355244545","54-47-36","86707","02411917","Bank of Scotland"
"3025","5727739757984281","29-35-50","86710","72221669","Citibank International"
"3030","7136583694418535","59-72-58","86715","03169784","Bank of England"
"3037","6334677147561951","60-28-06","86722","44332251","Barclays Bank"
"3039","1757211218751276","22-40-00","86724","33437448","Nationwide Building Society"
"3041","0743322491152766","64-20-72","86726","91586843","The Co-operative Bank"
"3059","0582434389247214","49-88-05","86744","85357777","Clydesdale Bank"
"3066","9633257526379311","17-02-97","86751","97628255","Citibank International"
"3071","9941984798978367","46-59-76","86756","62665679","Lloyds Bank and TSB"
"3073","8526819783366747","40-75-16","86758","12361815","Citibank International"
"3086","6227213467667787","35-93-23","86771","79586273","HSBC Bank"
"3088","9734527845731148","34-68-65","86773","94172198","Santander UK"
"3091","5276554673726119","24-98-51","86776","72936622","Citibank International"
"3102","9846157613266217","34-58-36","86787","28898455","Barclays Bank"
"3103","0523781956371133","22-31-24","86788","38891197","Santander UK"
"3114","8873194439277792","62-27-74","86799","44234177","Nationwide Building Society"
"3122","7888735322154479","77-42-11","86807","64345373","Barclays Bank"
"3126","3729993289134642","21-05-02","86811","18954982","Clydesdale Bank"
"3128","3695375296752424","08-56-37","86813","39978956","Citibank International"
"3131","0159879176781597","77-51-35","86816","09529648","Citibank International"
"3140","9687631275664596","10-76-63","86825","42534443","Citibank International"
"3144","6651863796697773","34-21-59","86829","94931219","Barclays Bank"
"3154","9578326752151778","54-73-12","86839","79555551","The Royal Bank of Scotland"
"3159","7587684712989666","56-10-65","86844","82649887","Bank of Scotland"
"3160","3255398624721754","63-58-69","86845","89456442","Lloyds Bank and TSB"
"3164","3969334375213742","48-31-24","86849","15121754","Bank of Scotland"
"3165","7145635133196558","36-85-96","86850","57751827","National Westminster Bank"
"3168","1251213499452247","18-89-13","86853","17729457","Citibank International"
"3169","6741371993597218","18-61-29","86854","05928137","National Westminster Bank"
"3171","4323481126818327","58-86-35","86856","31253938","Citibank International"
"3173","5621184726638244","13-71-85","86858","01981475","Clydesdale Bank"
"3175","7292849341784939","47-00-83","86860","02948449","The Royal Bank of Scotland"
"3176","8749717358774532","65-47-55","86861","35796438","Citibank International"
"3178","1187945349654336","66-86-72","86863","51442537","Bank of Scotland"
"3179","3216351734851731","17-89-65","86864","97455344","Bank of England"
"3180","2318234867167194","35-54-62","86865","14424364","The Co-operative Bank"
"3183","6678139833719885","44-92-09","86868","55157265","Bank of Scotland"
"3185","0197111974618933","61-65-29","86870","73681455","Bank of England"
"3186","4454889931771567","62-14-98","86871","36759367","Bank of Scotland"
"3189","0367597655446323","72-17-99","86874","58893431","Bank of Scotland"
"3195","1378587398779554","55-54-38","86880","46142522","HSBC Bank"
"3199","0657364453791588","08-50-74","86884","54445344","National Westminster Bank"
"3201","2199936966612712","58-14-19","86886","56585366","The Co-operative Bank"
"3206","5227914452944591","41-88-96","86891","84356272","Bank of Scotland"
"3207","8134765564515837","30-21-32","86892","27845281","HSBC Bank"
"3209","9554447135393116","14-08-85","86894","39557399","National Westminster Bank"
"3211","9997774414337826","20-55-72","86896","31861188","Lloyds Bank and TSB"
"3222","7556842649116195","47-16-80","86907","66585791","Bank of England"
"3224","1831892873884234","26-25-27","86909","39173946","Santander UK"
"3226","2593771786321849","27-27-76","86911","38515412","Nationwide Building Society"
"3228","3233245261546432","47-45-55","86913","09863464","Clydesdale Bank"
"3229","3144153478255795","64-17-20","86914","48897287","Nationwide Building Society"
"3234","9886913227863685","77-26-77","86919","44791278","Bank of Scotland"
"3238","9447623678583158","33-85-64","86923","04734592","Santander UK"
"3239","8919885484589833","36-90-58","86924","18166282","Citibank International"
"3244","1417165166449298","49-88-27","86929","04761687","National Westminster Bank"
"3245","3144729135718177","26-61-48","86930","07672346","Lloyds Bank and TSB"
"3246","1539355562964813","24-79-31","86931","86745323","Citibank International"
"3248","1158448198821793","54-49-63","86933","91795342","The Royal Bank of Scotland"
"3253","9826481555624644","52-65-23","86938","04614189","Santander UK"
"3255","8843648934657294","32-23-18","86940","48934828","Bank of Scotland"
"3259","0754827111133771","39-17-47","86944","27975573","Nationwide Building Society"
"3262","0559326548683693","24-09-06","86947","05287578","Santander UK"
"3263","5257471213268889","55-75-93","86948","93712236","Lloyds Bank and TSB"
"3265","8511229632737376","62-10-13","86950","19872384","HSBC Bank"
"3267","3439245957284122","16-85-60","86952","79523342","HSBC Bank"
"3269","0392362417188612","36-36-27","86954","11766269","Citibank International"
"3271","3821578944882634","14-64-11","86956","93642786","Clydesdale Bank"
"3274","7247676772576735","36-07-15","86959","11152499","National Westminster Bank"
"3278","8914417155149857","24-29-90","86963","11752889","National Westminster Bank"
"3279","2793132777519772","50-92-78","86964","47975268","Lloyds Bank and TSB"
"3282","6292689245173384","08-28-43","86967","94513246","Barclays Bank"
"3284","2357192219223322","47-10-73","86969","93779195","The Royal Bank of Scotland"
